

========== API 리스트 ==========
    키움 REST API Unnamed: 1         Unnamed: 2 Unnamed: 3 Unnamed: 4            Unnamed: 5 Unnamed: 6
0           No.     API ID              API 명        대분류        중분류                   URL       바로가기
78           78    ka10084           당일전일체결요청       국내주식       종목정보    /api/dostk/stkinfo         이동
79           79    ka10085            계좌수익률요청       국내주식         계좌       /api/dostk/acnt         이동
80           80    ka10086             일별주가요청       국내주식         시세    /api/dostk/mrkcond         이동
81           81    ka10087           시간외단일가요청       국내주식         시세    /api/dostk/mrkcond         이동
82           82    ka10088        미체결 분할주문 상세       국내주식         계좌       /api/dostk/acnt         이동
83           83    ka10094         주식년봉차트조회요청       국내주식         차트      /api/dostk/chart         이동
84           84    ka10095           관심종목정보요청       국내주식       종목정보    /api/dostk/stkinfo         이동
85           85    ka10098      시간외단일가등락율순위요청       국내주식       순위정보     /api/dostk/rkinfo         이동
86           86    ka10099           종목정보 리스트       국내주식       종목정보    /api/dostk/stkinfo         이동
87           87    ka10100            종목정보 조회       국내주식       종목정보    /api/dostk/stkinfo         이동
88           88    ka10101           업종코드 리스트       국내주식       종목정보    /api/dostk/stkinfo         이동
89           89    ka10102            회원사 리스트       국내주식       종목정보    /api/dostk/stkinfo         이동
90           90    ka10131      기관외국인연속매매현황요청       국내주식     기관/외국인   /api/dostk/frgnistt         이동
91           91    ka10170           당일매매일지요청       국내주식         계좌       /api/dostk/acnt         이동
92           92    ka10171          조건검색 목록조회       국내주식       조건검색  /api/dostk/websocket         이동
93           93    ka10172         조건검색 요청 일반       국내주식       조건검색  /api/dostk/websocket         이동
94           94    ka10173        조건검색 요청 실시간       국내주식       조건검색  /api/dostk/websocket         이동
95           95    ka10174        조건검색 실시간 해제       국내주식       조건검색  /api/dostk/websocket         이동
96           96    ka20001            업종현재가요청       국내주식         업종       /api/dostk/sect         이동
97           97    ka20002            업종별주가요청       국내주식         업종       /api/dostk/sect         이동
98           98    ka20003            전업종지수요청       국내주식         업종       /api/dostk/sect         이동
99           99    ka20004          업종틱차트조회요청       국내주식         차트      /api/dostk/chart         이동
100         100    ka20005           업종분봉조회요청       국내주식         차트      /api/dostk/chart         이동
101         101    ka20006           업종일봉조회요청       국내주식         차트      /api/dostk/chart         이동
102         102    ka20007           업종주봉조회요청       국내주식         차트      /api/dostk/chart         이동
103         103    ka20008           업종월봉조회요청       국내주식         차트      /api/dostk/chart         이동
104         104    ka20009          업종현재가일별요청       국내주식         업종       /api/dostk/sect         이동
105         105    ka20019           업종년봉조회요청       국내주식         차트      /api/dostk/chart         이동
106         106    ka20068      대차거래추이요청(종목별)       국내주식       대차거래        /api/dostk/slb         이동
107         107    ka30001         ELW가격급등락요청       국내주식        ELW        /api/dostk/elw         이동
108         108    ka30002     거래원별ELW순매매상위요청       국내주식        ELW        /api/dostk/elw         이동
109         109    ka30003      ELWLP보유일별추이요청       국내주식        ELW        /api/dostk/elw         이동
110         110    ka30004           ELW괴리율요청       국내주식        ELW        /api/dostk/elw         이동
111         111    ka30005          ELW조건검색요청       국내주식        ELW        /api/dostk/elw         이동
112         112    ka30009         ELW등락율순위요청       국내주식        ELW        /api/dostk/elw         이동
113         113    ka30010          ELW잔량순위요청       국내주식        ELW        /api/dostk/elw         이동
114         114    ka30011           ELW근접율요청       국내주식        ELW        /api/dostk/elw         이동
115         115    ka30012        ELW종목상세정보요청       국내주식        ELW        /api/dostk/elw         이동
116         116    ka40001           ETF수익율요청       국내주식        ETF        /api/dostk/etf         이동
117         117    ka40002          ETF종목정보요청       국내주식        ETF        /api/dostk/etf         이동
118         118    ka40003          ETF일별추이요청       국내주식        ETF        /api/dostk/etf         이동
119         119    ka40004          ETF전체시세요청       국내주식        ETF        /api/dostk/etf         이동
120         120    ka40006        ETF시간대별추이요청       국내주식        ETF        /api/dostk/etf         이동
121         121    ka40007        ETF시간대별체결요청       국내주식        ETF        /api/dostk/etf         이동
122         122    ka40008         ETF일자별체결요청       국내주식        ETF        /api/dostk/etf         이동
123         123    ka40009        ETF시간대별체결요청       국내주식        ETF        /api/dostk/etf         이동
124         124    ka40010        ETF시간대별추이요청       국내주식        ETF        /api/dostk/etf         이동
125         125    ka90001            테마그룹별요청       국내주식         테마       /api/dostk/thme         이동
126         126    ka90002           테마구성종목요청       국내주식         테마       /api/dostk/thme         이동
127         127    ka90003      프로그램순매수상위50요청       국내주식       종목정보    /api/dostk/stkinfo         이동
128         128    ka90004      종목별프로그램매매현황요청       국내주식       종목정보    /api/dostk/stkinfo         이동
129         129    ka90005    프로그램매매추이요청 시간대별       국내주식         시세    /api/dostk/mrkcond         이동
130         130    ka90006     프로그램매매차익잔고추이요청       국내주식         시세    /api/dostk/mrkcond         이동
131         131    ka90007       프로그램매매누적추이요청       국내주식         시세    /api/dostk/mrkcond         이동
132         132    ka90008    종목시간별프로그램매매추이요청       국내주식         시세    /api/dostk/mrkcond         이동
133         133    ka90009        외국인기관매매상위요청       국내주식       순위정보     /api/dostk/rkinfo         이동
134         134    ka90010     프로그램매매추이요청 일자별       국내주식         시세    /api/dostk/mrkcond         이동
135         135    ka90012           대차거래내역요청       국내주식       대차거래        /api/dostk/slb         이동
136         136    ka90013     종목일별프로그램매매추이요청       국내주식         시세    /api/dostk/mrkcond         이동
137         137    kt00001          예수금상세현황요청       국내주식         계좌       /api/dostk/acnt         이동
138         138    kt00002       일별추정예탁자산현황요청       국내주식         계좌       /api/dostk/acnt         이동
139         139    kt00003           추정자산조회요청       국내주식         계좌       /api/dostk/acnt         이동
140         140    kt00004           계좌평가현황요청       국내주식         계좌       /api/dostk/acnt         이동
141         141    kt00005             체결잔고요청       국내주식         계좌       /api/dostk/acnt         이동
142         142    kt00007      계좌별주문체결내역상세요청       국내주식         계좌       /api/dostk/acnt         이동
143         143    kt00008      계좌별익일결제예정내역요청       국내주식         계좌       /api/dostk/acnt         이동
144         144    kt00009        계좌별주문체결현황요청       국내주식         계좌       /api/dostk/acnt         이동
145         145    kt00010         주문인출가능금액요청       국내주식         계좌       /api/dostk/acnt         이동
146         146    kt00011    증거금율별주문가능수량조회요청       국내주식         계좌       /api/dostk/acnt         이동
147         147    kt00012  신용보증금율별주문가능수량조회요청       국내주식         계좌       /api/dostk/acnt         이동
148         148    kt00013        증거금세부내역조회요청       국내주식         계좌       /api/dostk/acnt         이동
149         149    kt00015         위탁종합거래내역요청       국내주식         계좌       /api/dostk/acnt         이동
150         150    kt00016      일별계좌수익률상세현황요청       국내주식         계좌       /api/dostk/acnt         이동
151         151    kt00017          계좌별당일현황요청       국내주식         계좌       /api/dostk/acnt         이동
152         152    kt00018         계좌평가잔고내역요청       국내주식         계좌       /api/dostk/acnt         이동
153         153    kt10000            주식 매수주문       국내주식         주문       /api/dostk/ordr         이동
154         154    kt10001            주식 매도주문       국내주식         주문       /api/dostk/ordr         이동
155         155    kt10002            주식 정정주문       국내주식         주문       /api/dostk/ordr         이동
156         156    kt10003            주식 취소주문       국내주식         주문       /api/dostk/ordr         이동
157         157    kt10006            신용 매수주문       국내주식       신용주문    /api/dostk/crdordr         이동
158         158    kt10007            신용 매도주문       국내주식       신용주문    /api/dostk/crdordr         이동
159         159    kt10008            신용 정정주문       국내주식       신용주문    /api/dostk/crdordr         이동
160         160    kt10009            신용 취소주문       국내주식       신용주문    /api/dostk/crdordr         이동
161         161         00               주문체결       국내주식      실시간시세  /api/dostk/websocket         이동
162         162         04                 잔고       국내주식      실시간시세  /api/dostk/websocket         이동
163         163         0A               주식기세       국내주식      실시간시세  /api/dostk/websocket         이동
164         164         0B               주식체결       국내주식      실시간시세  /api/dostk/websocket         이동
165         165         0C             주식우선호가       국내주식      실시간시세  /api/dostk/websocket         이동
166         166         0D             주식호가잔량       국내주식      실시간시세  /api/dostk/websocket         이동
167         167         0E            주식시간외호가       국내주식      실시간시세  /api/dostk/websocket         이동
168         168         0F            주식당일거래원       국내주식      실시간시세  /api/dostk/websocket         이동
169         169         0G            ETF NAV       국내주식      실시간시세  /api/dostk/websocket         이동
170         170         0H             주식예상체결       국내주식      실시간시세  /api/dostk/websocket         이동
171         171         0J               업종지수       국내주식      실시간시세  /api/dostk/websocket         이동
172         172         0U               업종등락       국내주식      실시간시세  /api/dostk/websocket         이동
173         173         0g             주식종목정보       국내주식      실시간시세  /api/dostk/websocket         이동
174         174         0m            ELW 이론가       국내주식      실시간시세  /api/dostk/websocket         이동
175         175         0s              장시작시간       국내주식      실시간시세  /api/dostk/websocket         이동
176         176         0u             ELW 지표       국내주식      실시간시세  /api/dostk/websocket         이동
177         177         0w           종목프로그램매매       국내주식      실시간시세  /api/dostk/websocket         이동
178         178         1h            VI발동/해제       국내주식      실시간시세  /api/dostk/websocket         이동


========== 접근토큰 발급(au10001) ==========
                                                                                                                                                                 ◀ API 리스트 이동     Unnamed: 1                             Unnamed: 2 Unnamed: 3 Unnamed: 4 Unnamed: 5                                                   Unnamed: 6
0                                                                                                                                                                 키움 REST API            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
1                                                                                                                                                                      API 정보            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
2                                                                                                                                                                       메뉴 위치            NaN   OAuth 인증 > 접근토큰발급 > 접근토큰 발급(au10001)        NaN        NaN        NaN                                                          NaN
3                                                                                                                                                                       API 명            NaN                                접근토큰 발급        NaN        NaN        NaN                                                          NaN
4                                                                                                                                                                      API ID            NaN                                au10001        NaN        NaN        NaN                                                          NaN
5                                                                                                                                                                        기본정보            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
6                                                                                                                                                                      Method            NaN                                   POST        NaN        NaN        NaN                                                          NaN
7                                                                                                                                                                      운영 도메인            NaN                 https://api.kiwoom.com        NaN        NaN        NaN                                                          NaN
8                                                                                                                                                                    모의투자 도메인            NaN  https://mockapi.kiwoom.com(KRX만 지원가능)        NaN        NaN        NaN                                                          NaN
9                                                                                                                                                                         URL            NaN                          /oauth2/token        NaN        NaN        NaN                                                          NaN
10                                                                                                                                                                     Format            NaN                                   JSON        NaN        NaN        NaN                                                          NaN
11                                                                                                                                                               Content-Type            NaN         application/json;charset=UTF-8        NaN        NaN        NaN                                                          NaN
12                                                                                                                                                                         개요            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
13                                                                                                                                                                        NaN            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
14                                                                                                                                                                    Request            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
15                                                                                                                                                                         구분        Element                                    한글명       Type   Required     Length                                                  Description
16                                                                                                                                                                     Header         api-id                                    TR명     String          Y         10                                                          NaN
17                                                                                                                                                                        NaN  authorization                                   접근토큰     String          Y       1000          토큰 지정시 토큰타입("Bearer") 붙혀서 호출 \n 예) Bearer Egicyx...
18                                                                                                                                                                        NaN        cont-yn                                 연속조회여부     String          N          1   응답 Header의 연속조회여부값이 Y일 경우 다음데이터 요청시 응답 Header의 cont-yn값 세팅
19                                                                                                                                                                        NaN       next-key                                  연속조회키     String          N         50  응답 Header의 연속조회여부값이 Y일 경우 다음데이터 요청시 응답 Header의 next-key값 세팅
20                                                                                                                                                                       Body     grant_type                             grant_type     String          Y        NaN                                        client_credentials 입력
21                                                                                                                                                                        NaN         appkey                                     앱키     String          Y        NaN                                                          NaN
22                                                                                                                                                                        NaN      secretkey                                   시크릿키     String          Y        NaN                                                          NaN
23                                                                                                                                                                   Response            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
24                                                                                                                                                                         구분        Element                                    한글명       Type   Required     Length                                                  Description
25                                                                                                                                                                     Header         api-id                                    TR명     String          Y         10                                                          NaN
26                                                                                                                                                                        NaN        cont-yn                                 연속조회여부     String          N          1                                            다음 데이터가 있을시 Y값 전달
27                                                                                                                                                                        NaN       next-key                                  연속조회키     String          N         50                                         다음 데이터가 있을시 다음 키값 전달
28                                                                                                                                                                       Body     expires_dt                                    만료일     String          Y        NaN                                                          NaN
29                                                                                                                                                                        NaN     token_type                                   토큰타입     String          Y        NaN                                                          NaN
30                                                                                                                                                                        NaN          token                                   접근토큰     String          Y        NaN                                                          NaN
31                                                                                                                                                            Request Example            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
32                                          {\n    "grant_type": "client_credentials",\n    "appkey": "AxserEsdcredca.....",\n    "secretkey": "SEefdcwcforehDre2fdvc...."\n}            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
33                                                                                                                                                           Response Example            NaN                                    NaN        NaN        NaN        NaN                                                          NaN
34  {\n    "expires_dt":"20241107083713",\n    "token_type":"bearer",\n    "token":"WQJCwyqInphKnR3bSRtB9NE1lv..."\n    "return_code":0,\n    "return_msg":"정상적으로 처리되었습니다"\n}            NaN                                    NaN        NaN        NaN        NaN                                                          NaN


========== 주식 매수주문(kt10000) ==========
                                                                                                                                 ◀ API 리스트 이동     Unnamed: 1                             Unnamed: 2 Unnamed: 3 Unnamed: 4 Unnamed: 5                                                                                                                                                                                                      Unnamed: 6
0                                                                                                                                 키움 REST API            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
1                                                                                                                                      API 정보            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
2                                                                                                                                       메뉴 위치            NaN           국내주식 > 주문 > 주식 매수주문(kt10000)        NaN        NaN        NaN                                                                                                                                                                                                             NaN
3                                                                                                                                       API 명            NaN                                주식 매수주문        NaN        NaN        NaN                                                                                                                                                                                                             NaN
4                                                                                                                                      API ID            NaN                                kt10000        NaN        NaN        NaN                                                                                                                                                                                                             NaN
5                                                                                                                                        기본정보            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
6                                                                                                                                      Method            NaN                                   POST        NaN        NaN        NaN                                                                                                                                                                                                             NaN
7                                                                                                                                      운영 도메인            NaN                 https://api.kiwoom.com        NaN        NaN        NaN                                                                                                                                                                                                             NaN
8                                                                                                                                    모의투자 도메인            NaN  https://mockapi.kiwoom.com(KRX만 지원가능)        NaN        NaN        NaN                                                                                                                                                                                                             NaN
9                                                                                                                                         URL            NaN                        /api/dostk/ordr        NaN        NaN        NaN                                                                                                                                                                                                             NaN
10                                                                                                                                     Format            NaN                                   JSON        NaN        NaN        NaN                                                                                                                                                                                                             NaN
11                                                                                                                               Content-Type            NaN         application/json;charset=UTF-8        NaN        NaN        NaN                                                                                                                                                                                                             NaN
12                                                                                                                                         개요            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
13                                                                                                                                        NaN            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
14                                                                                                                                    Request            NaN                                    NaN        NaN        NaN        NaN                                                                                                                                                                                                             NaN
15                                                                                                                                         구분        Element                                    한글명       Type   Required     Length                                                                                                                                                                                                     Description
16                                                                                                                                     Header         api-id                                    TR명     String          Y         10                                                                                                                                                                                                             NaN
17                                                                                                                                        NaN  authorization                                   접근토큰     String          Y       1000                                                                                                                                                             토큰 지정시 토큰타입("Bearer") 붙혀서 호출 \n 예) Bearer Egicyx...
18                                                                                                                                        NaN        cont-yn                                 연속조회여부     String          N          1                                                                                                                                                      응답 Header의 연속조회여부값이 Y일 경우 다음데이터 요청시 응답 Header의 cont-yn값 세팅
